ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
0GA1,small_airport,Mustang Field,34.47790146,-82.89710236,693,NA,US,US-GA,Hartwell,0GA1,,0GA1
0GA2,small_airport,"Airnautique, Inc. Airport",34.37789917,-82.9457016,720,NA,US,US-GA,Hartwell,0GA2,,0GA2
0GA3,small_airport,Ayresouth Airport,33.77009964,-85.06079865,1287,NA,US,US-GA,Temple,0GA3,,0GA3
0GA4,small_airport,Paradise Falls Airport,33.81290054,-83.50569916,736,NA,US,US-GA,High Shoals,0GA4,,0GA4
0GA5,heliport,Big Canoe Heliport,34.45479965,-84.28910065,1475,NA,US,US-GA,Jasper,0GA5,,0GA5
0GA6,small_airport,Sunset Strip,33.73339844,-83.81880188,780,NA,US,US-GA,Jersey,0GA6,,0GA6
0GA7,small_airport,Hickory Level Airfield,33.6833992,-84.99990082,1080,NA,US,US-GA,Temple,0GA7,,0GA7
0GA8,small_airport,Paso Fino Farm Airport,30.88710022,-83.41600037,200,NA,US,US-GA,Valdosta,0GA8,,0GA8
0GA9,small_airport,Roberta Industrial Park Airport,32.71390152,-84.02749634,505,NA,US,US-GA,Roberta,0GA9,,0GA9
0GE0,small_airport,Pinewood Airport,33.78210068,-84.80079651,1085,NA,US,US-GA,Douglasville,0GE0,,0GE0
0GE1,small_airport,Crystal Lake Airpark,31.66550064,-83.44709778,327,NA,US,US-GA,Irwinville,0GE1,,0GE1
0GE3,small_airport,Lookout Mountain Airport,34.90470123,-85.45970154,563,NA,US,US-GA,Trenton,0GE3,,0GE3
0GE4,small_airport,Pecan Patch Airstrip,33.33140182,-84.26670074,860,NA,US,US-GA,Sunnyside,0GE4,,0GE4
0GE5,small_airport,Mountain Airpark,34.5617981,-83.71350098,1438,NA,US,US-GA,Cleveland,0GE5,,0GE5
0GE7,small_airport,Carpenter Airport,33.52030182,-82.37249756,450,NA,US,US-GA,Appling,0GE7,,0GE7
0GE9,small_airport,Pegasus Ranch Airport,32.69390106,-81.79859924,230,NA,US,US-GA,Rocky Ford,0GE9,,0GE9
0H7,small_airport,Kahoka Municipal Airport,40.42160034,-91.70629883,700,NA,US,US-MO,Kahoka,0H7,,0H7
0I2,small_airport,Brazil Clay County Airport,39.47669983,-87.09970093,645,NA,US,US-IN,Brazil,0I2,,0I2
0IA0,heliport,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067,927,NA,US,US-IA,Knoxville,0IA0,,0IA0
0IA1,heliport,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139,1300,NA,US,US-IA,Carroll,0IA1,,0IA1
0IA2,heliport,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863,1320,NA,US,US-IA,Audubon,0IA2,,0IA2
0IA3,small_airport,Hawkeye Airport,42.43470001,-92.32800293,883,NA,US,US-IA,Waterloo,0IA3,,0IA3
0IA4,small_airport,Sharar Field,41.03340149,-91.05010223,700,NA,US,US-IA,Mediapolis,0IA4,,0IA4
0IA5,small_airport,Moore Private Airport,40.87220001,-93.26270294,1060,NA,US,US-IA,Millerton,0IA5,,0IA5
0IA6,small_airport,Rinehart Airport,41.65969849,-92.28990173,920,NA,US,US-IA,Victor,0IA6,,0IA6
0IA7,heliport,Cromwell Heliport,41.03889847,-94.46690369,1300,NA,US,US-IA,Cromwell,0IA7,,0IA7
0IA8,small_airport,Hannen Airport,42.22800064,-91.75099945,925,NA,US,US-IA,Center Point,0IA8,,0IA8
0IA9,heliport,Army Reserve Heliport,40.83340073,-91.30010223,725,NA,US,US-IA,Middleton,0IA9,,0IA9
0ID0,small_airport,South Fork Ranch Airport,43.60639954,-115.1070023,4861,NA,US,US-ID,Featherville,0ID0,,0ID0
0ID1,small_airport,Ziggy's Airport,42.64120102,-114.6050034,3225,NA,US,US-ID,Filer,0ID1,,0ID1
0ID2,small_airport,Flying Joseph Ranch Airport,44.44290161,-113.7730026,5600,NA,US,US-ID,May,0ID2,,0ID2
0ID3,small_airport,Coyote Run Airport,43.07580185,-115.6729965,3150,NA,US,US-ID,Mountain Home,0ID3,,0ID3
0ID4,small_airport,Black Butte Ranch Airport,43.04769897,-114.4700012,4020,NA,US,US-ID,Shoshone,0ID4,,0ID4
0ID5,small_airport,Ez Lope Ranch Airport,43.05310059,-116.461998,3130,NA,US,US-ID,Oreana,0ID5,,0ID5
0ID6,heliport,Steele Memorial Heliport,45.1739006,-113.8909988,4004,NA,US,US-ID,Salmon,0ID6,,0ID6
0ID7,small_airport,Z X Ranch Airport,43.230308,-116.763192,3820,NA,US,US-ID,Murphy,0ID7,,0ID7
0ID8,small_airport,Pinnacle Airport,45.775197,-116.178475,3800,NA,US,US-ID,Grangeville,0ID8,,0ID8
0II0,small_airport,Chuck's Airport,40.25999832,-85.25330353,955,NA,US,US-IN,Albany,0II0,,0II0
0II1,small_airport,Unsicker Airport,40.42810059,-86.15329742,816,NA,US,US-IN,Bremen,0II1,,0II1
0II2,small_airport,Creighton Airport,41.45729828,-86.12439728,820,NA,US,US-IN,Bremen,0II2,,0II2
0II3,small_airport,Miller Strip,40.62779999,-86.03780365,810,NA,US,US-IN,Bunker Hill,0II3,,0II3
0II5,small_airport,Marshall Field,40.65950012,-86.85720062,705,NA,US,US-IN,Chalmers,0II5,,0II5
0II6,small_airport,Kropf Airport,41.64310074,-85.82969666,810,NA,US,US-IN,Goshen,0II6,,0II6
0II7,small_airport,Frost Field,39.79560089,-85.78610229,900,NA,US,US-IN,Greenfield,0II7,,0II7
0II8,small_airport,Sutton's Field,41.32479858,-87.47589874,740,NA,US,US-IN,Lowell,0II8,,0II8
0II9,small_airport,Winters Airport,39.53419876,-86.57720184,755,NA,US,US-IN,Hall,0II9,,0II9
0IL0,heliport,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228,440,NA,US,US-IL,Mc Leansboro,0IL0,,0IL0
0IL1,heliport,Loyola University Medical Center Heliport,41.86090088,-87.83640289,623,NA,US,US-IL,Broadview,0IL1,,0IL1
0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541,NA,US,US-IL,Alma,0IL2,,0IL2
0IL3,small_airport,Flying B Ranch Airport,40.1570015,-87.67449951,696,NA,US,US-IL,Danville,0IL3,,0IL3
0IL4,heliport,Good Samaritan Hospital Heliport,41.81890106,-88.00779724,772,NA,US,US-IL,Downers Grove,0IL4,,0IL4
0IL6,heliport,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,852,NA,US,US-IL,De Kalb,0IL6,,0IL6
0IL8,small_airport,Walter Airport,41.87250137,-88.72370148,890,NA,US,US-IL,De Kalb,0IL8,,0IL8
0IL9,small_airport,Jack W. Watson Airport,41.85480118,-88.78730011,880,NA,US,US-IL,De Kalb,0IL9,,0IL9
0IN1,small_airport,Snider Field,38.5,-87.59590149,400,NA,US,US-IN,Decker,0IN1,,0IN1
0IN2,small_airport,The Lazy K Airport,40.82780075,-85.08609772,835,NA,US,US-IN,Tocsin,0IN2,,0IN2
0IN3,small_airport,Graves Landing Strip,41.11669922,-86.66670227,704,NA,US,US-IN,Winamac,0IN3,,0IN3
0IN4,small_airport,Air Park Field,41.12779999,-84.94719696,750,NA,US,US-IN,Woodburn,0IN4,,0IN4
0IN5,small_airport,Byrne Field,38.32899857,-86.03359985,800,NA,US,US-IN,Byrneville,0IN5,,0IN5
0IN7,heliport,Roto-Whirl/Holiday Heliport,39.92250061,-86.22609711,875,NA,US,US-IN,Indianapolis,0IN7,,0IN7
0IN8,heliport,Roto-Whirl/Vantage Heliport,39.83729935,-86.11859894,726,NA,US,US-IN,Indianapolis,0IN8,,0IN8
0IN9,small_airport,Parrish Airport,37.99309921,-87.95140076,390,NA,US,US-IN,Mount Vernon,0IN9,,0IN9
0IS0,heliport,Trinity Medical Center West Heliport,41.48109818,-90.5714035,664,NA,US,US-IL,Rock Island,0IS0,,0IS0
0IS2,heliport,Evanston/Glenbrook Heliport,42.0931015,-87.8526001,678,NA,US,US-IL,Glenview,0IS2,,0IS2
0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352,630,NA,US,US-IL,Deer Grove,0IS3,,0IS3
0IS4,small_airport,Dawson Farms Airport,39.76250076,-88.67150116,670,NA,US,US-IL,Lovington,0IS4,,0IS4
0IS6,heliport,Dongola Heliport,37.36560059,-89.16359711,383,NA,US,US-IL,Dongola,0IS6,,0IS6
0IS8,heliport,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650,NA,US,US-IL,Quincy,0IS8,,0IS8
0IS9,heliport,Bernardin Heliport,41.70840073,-89.20290375,830,NA,US,US-IL,West Brooklyn,0IS9,,0IS9
0J0,small_airport,Abbeville Municipal Airport,31.60020065,-85.23880005,468,NA,US,US-AL,Abbeville,0J0,,0J0
0J8,small_airport,Flying Ten Airport,29.61800003,-82.50869751,85,NA,US,US-FL,Archer,0J8,,0J8
0K6,small_airport,Dobie's Airport,36.15990067,-95.5802002,610,NA,US,US-OK,Inola,0K6,,0K6
0KS0,small_airport,J V Ranch Airport,38.63330078,-95.9253006,1180,NA,US,US-KS,Osage City,0KS0,,0KS0
0KS2,small_airport,Kellie Mann Airfield,38.56000137,-95.30909729,1045,NA,US,US-KS,Ottawa,0KS2,,0KS2
0KS3,small_airport,Camp Chippewa Airport,38.56669998,-95.36689758,1120,NA,US,US-KS,Ottawa,0KS3,,0KS3
0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,NA,US,US-KS,Lawrence,0KS4,,0KS4
0KS6,small_airport,Kendrigan Airport,37.45220184,-97.31780243,1240,NA,US,US-KS,Peck,0KS6,,0KS6
0KS7,small_airport,Mono Aircraft Airport,37.69279861,-97.88639832,1450,NA,US,US-KS,Cheney,0KS7,,0KS7
0KS8,small_airport,Pearce Field,37.38249969,-95.37470245,950,NA,US,US-KS,Parsons,0KS8,,0KS8
0KS9,small_airport,Lmn 120 Airport,37.51589966,-96.9197998,1330,NA,US,US-KS,Douglas,0KS9,,0KS9
0KY0,small_airport,Owen Air Park,38.62279892,-84.77890015,890,NA,US,US-KY,Owenton,0KY0,,0KY0
0KY1,small_airport,Arnemann Farms Airport,36.7655983,-86.61830139,504,NA,US,US-KY,Franklin,0KY1,,0KY1
0KY2,heliport,Mgt Station 2105 Heliport,37.50559998,-86.83750153,540,NA,US,US-KY,Hartford,0KY2,,0KY2
0KY3,heliport,Tennessee Gas Heliport,38.56140137,-83.95279694,604,NA,US,US-KY,Load,0KY3,,0KY3
0KY4,small_airport,Cambron Field,37.56439972,-87.08190155,427,NA,US,US-KY,Owensboro,0KY4,,0KY4
0KY5,small_airport,Falin Landing Strip,36.8125,-86.375,600,NA,US,US-KY,Bowling Green,0KY5,,0KY5
0KY6,heliport,Tennessee Gas Heliport,38.2682991,-82.57749939,560,NA,US,US-KY,Burnaugh,0KY6,,0KY6
0KY7,small_airport,Clinton-Hickman County Airport,36.63610077,-88.99859619,360,NA,US,US-KY,Clinton,0KY7,,0KY7
0KY8,small_airport,Sky Airport,37.11719894,-83.73609924,850,NA,US,US-KY,Manchester,0KY8,,0KY8
0KY9,heliport,Pine Mountain Aero Heliport,37.11360168,-82.8035965,1300,NA,US,US-KY,Whitesburg,0KY9,,0KY9
0L4,small_airport,Lida Junction Airport,37.4858017,-117.1910019,4684,NA,US,US-NV,Goldfield,0L4,,0L4
0L5,small_airport,Goldfield Airport,37.7179985,-117.237999,5680,NA,US,US-NV,Goldfield,0L5,,0L5
0L6,heliport,Winn Parish Medical Center Heliport,31.92320061,-92.64569855,140,NA,US,US-LA,Winnfield,0L6,,0L6
0LA0,heliport,West Hackberry Heliport,30.00849915,-93.40019989,10,NA,US,US-LA,Hackberry,0LA0,,0LA0
0LA1,small_airport,Double H Ranch Airport,30.22940063,-90.9733963,15,NA,US,US-LA,Gonzales,0LA1,,0LA1
0LA2,small_airport,Don Babin-Private Airport,30.27799988,-90.96320343,17,NA,US,US-LA,Gonzales,0LA2,,0LA2
0LA3,small_airport,Belcher Airpatch Airport,32.7492981,-93.87349701,280,NA,US,US-LA,Belcher,0LA3,,0LA3
0LA4,heliport,North Caddo Medical Center Heliport,32.86410141,-93.98899841,200,NA,US,US-LA,Vivian,0LA4,,0LA4
0LA5,heliport,Conoco Inc Heliport,29.25799942,-89.96369934,3,NA,US,US-LA,Grand Isle,0LA5,,0LA5
0LA6,heliport,Freeport Sulphur Heliport,29.25860023,-89.959198,3,NA,US,US-LA,Grand Isle,0LA6,,0LA6
0LA7,heliport,Exxon Heliport,29.25580025,-89.96759796,6,NA,US,US-LA,Grand Isle,0LA7,,0LA7
0LA8,heliport,Jackson Parish Hospital Heliport,32.25170135,-92.71279907,183,NA,US,US-LA,Jonesboro,0LA8,,0LA8
0LA9,small_airport,Rebel Field,30.5862999,-90.8615036,74,NA,US,US-LA,Watson,0LA9,,0LA9
0LL0,small_airport,Kaufield Airport,42.26470184,-88.73000336,783,NA,US,US-IL,Belvidere,0LL0,,0LL0
0LL1,small_airport,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027,604,NA,US,US-IL,Jerseyville,0LL1,,0LL1
0LL2,small_airport,Murk's Strip,40.73889923,-90.38069916,700,NA,US,US-IL,St. Augustine,0LL2,,0LL2
0LL3,small_airport,Koenig Airport,39.05500031,-90.34210205,614,NA,US,US-IL,Jerseyville,0LL3,,0LL3
0LL4,small_airport,Flaherty Field,41.4192009,-89.12310028,664,NA,US,US-IL,La Salle,0LL4,,0LL4
0LL5,small_airport,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,675,NA,US,US-IL,St Joseph,0LL5,,0LL5
0LL6,small_airport,Gord Airport,41.69839859,-88.60759735,710,NA,US,US-IL,Sandwich,0LL6,,0LL6
0LL7,heliport,Hospital Heliport,41.65000153,-88.61669922,670,NA,US,US-IL,Sandwich,0LL7,,0LL7
0LL9,heliport,Savanna Army Depot Helipad,42.1833992,-90.25569916,650,NA,US,US-IL,Savanna,0LL9,,0LL9
0LS0,small_airport,Theriot Field,29.74970055,-90.7358017,13,NA,US,US-LA,Thibodaux,0LS0,,0LS0
0LS2,heliport,Evergreen Fourchon Heliport,29.11639977,-90.20220184,6,NA,US,US-LA,Golden Meadow,0LS2,,0LS2
0LS3,heliport,Evergreen Venice Heliport,29.29669952,-89.37439728,,NA,US,US-LA,Venice,0LS3,,0LS3
0LS4,small_airport,Buller's Airstrip,30.80870056,-92.18800354,47,NA,US,US-LA,Bunkie,0LS4,,0LS4
0LS5,small_airport,Trahan Ultralightport,30.30690002,-92.12979889,40,NA,US,US-LA,Cankton,0LS5,,0LS5
0LS6,small_airport,Dufour Airport,30.78770065,-92.05039978,42,NA,US,US-LA,Morrow,0LS6,,0LS6
0LS7,small_airport,Morgan Field,30.6128006,-91.48419952,36,NA,US,US-LA,New Roads,0LS7,,0LS7
0LS8,small_airport,Lonesome Dove Airfield,30.28580093,-92.94129944,34,NA,US,US-LA,Woodlawn,0LS8,,0LS8
0LS9,small_airport,Huenefeld Airport,32.50429916,-91.98210144,72,NA,US,US-LA,Monroe,0LS9,,0LS9
0MA1,heliport,Massachusetts General Hospital Heliport,42.36370087,-71.06890106,214,NA,US,US-MA,Boston,0MA1,,0MA1
0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,450,NA,US,US-MA,Leominster,0MA2,,0MA2
0MA3,heliport,Reh Heliport,41.78739929,-71.23179626,100,NA,US,US-MA,Rehoboth,0MA3,,0MA3
0MA4,heliport,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105,19,NA,US,US-MA,Boston,0MA4,,0MA4
0MA5,heliport,Brockton Usar Center Heliport,42.05590057,-71.05590057,85,NA,US,US-MA,Brockton,0MA5,,0MA5
0MA6,heliport,Wbz Heliport,42.36510086,-71.13259888,9,NA,US,US-MA,Boston,0MA6,,0MA6
0MA8,heliport,Textron/Everett Heliport,42.40449905,-71.07060242,40,NA,US,US-MA,Everett,0MA8,,0MA8
0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,1230,NA,US,US-MA,Westminster,0MA9,,0MA9
0MD0,heliport,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77,NA,US,US-MD,Glen Burnie,0MD0,,0MD0
0MD1,small_airport,Taylor Field,39.18730164,-75.79270172,75,NA,US,US-MD,Sudlersville,0MD1,,0MD1
0MD2,small_airport,Squier Landing Airport,38.28789902,-76.86750031,16,NA,US,US-MD,Cobb Island,0MD2,,0MD2
0MD3,heliport,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,260,NA,US,US-MD,Baltimore,0MD3,,0MD3
0MD4,small_airport,Pond View Private Airport,39.26679993,-76.18720245,47,NA,US,US-MD,Chestertown,0MD4,,0MD4
0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,285,NA,US,US-MD,Laurel,0MD5,,0MD5
0MD6,small_airport,Walters Airport,39.38119888,-77.10579681,750,NA,US,US-MD,Mount Airy,0MD6,,0MD6
0MD7,heliport,The Aspen Institute Heliport,38.90930176,-76.11969757,20,NA,US,US-MD,Queenstown,0MD7,,0MD7
0MD8,heliport,Security Ford Heliport,39.2458992,-76.67610168,30,NA,US,US-MD,Arbutus,0MD8,,0MD8
0MD9,heliport,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339,143,NA,US,US-MD,Prince Frederick,0MD9,,0MD9
0ME4,small_airport,Peasley Field,44.742469,-68.474403,271,NA,US,US-ME,Otis,0ME4,,0ME4
0MI0,heliport,Sumner Heliport,42.97000122,-85.66590118,657,NA,US,US-MI,Grand Rapids,0MI0,,0MI0
0MI1,small_airport,Sugar Springs Airport,44.14030075,-84.4375,940,NA,US,US-MI,Gladwin,0MI1,,0MI1
0MI2,small_airport,Stier Airstrip,44.52220154,-83.6832962,850,NA,US,US-MI,Glennie,0MI2,,0MI2
0MI3,small_airport,Kelleys Airport,44.63339996,-84.48339844,1000,NA,US,US-MI,Grayling,0MI3,,0MI3
0MI4,small_airport,Lesterson Field,46.27019882,-87.3864975,1120,NA,US,US-MI,Gwinn,0MI4,,0MI4
0MI6,small_airport,Young's Airport,46.38750076,-85.18399811,800,NA,US,US-MI,Hulbert,0MI6,,0MI6
0MI7,heliport,Four Star Heliport,42.04309845,-83.35939789,603,NA,US,US-MI,Carleton,0MI7,,0MI7
0MI8,small_airport,Twin Lakes Airport,44.90000153,-84.30000305,1275,NA,US,US-MI,Lewiston,0MI8,,0MI8
0MI9,heliport,Henry Ford Hospital Heliport,42.36750031,-83.08439636,633,NA,US,US-MI,Detroit,0MI9,,0MI9
0MN0,seaplane_base,Winner's Landing Seaplane Base,44.7969017,-92.98410034,690,NA,US,US-MN,St Paul Park,0MN0,,0MN0
0MN1,small_airport,Brinkman Airport,44.26250076,-94.06970215,1020,NA,US,US-MN,St. Peter,0MN1,,0MN1
0MN2,seaplane_base,Grindstone Lake Seaplane Base,46.13330078,-93.00299835,1025,NA,US,US-MN,Sandstone,0MN2,,0MN2
0MN3,seaplane_base,Lower Hay Lake Seaplane Base,46.67779922,-94.29250336,1230,NA,US,US-MN,Jenkins,0MN3,,0MN3
0MN4,seaplane_base,Paul's Seaplane Base,46.47719955,-94.30310059,1200,NA,US,US-MN,Nisswa,0MN4,,0MN4
0MN5,small_airport,Pankratz Airport,44.30720139,-94.91690063,1033,NA,US,US-MN,Springfield,0MN5,,0MN5
0MN6,small_airport,Matson Field,43.66220093,-92.40429688,1365,NA,US,US-MN,Spring Valley,0MN6,,0MN6
0MN7,heliport,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,1450,NA,US,US-MN,Ely,0MN7,,0MN7
0MN8,small_airport,Keller Airport,45.13579941,-92.85939789,990,NA,US,US-MN,Stillwater,0MN8,,0MN8
0MN9,heliport,Triple H Heliport,45.31330109,-93.71759796,980,NA,US,US-MN,Big Lake,0MN9,,0MN9
0MO0,small_airport,Ferros Ranch-Aero Airport,38.41030121,-93.85019684,775,NA,US,US-MO,Clinton,0MO0,,0MO0
0MO1,small_airport,Flying G Airport,38.54449844,-94.09470367,920,NA,US,US-MO,Creighton,0MO1,,0MO1
0MO2,small_airport,Short-N-Ruff Airport,37.7867012,-90.78009796,950,NA,US,US-MO,Caledonia,0MO2,,0MO2
0MO3,small_airport,Arvin Ranch Airport,38.44029999,-94.59329987,1000,NA,US,US-MO,Drexel,0MO3,,0MO3
0MO4,heliport,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,890,NA,US,US-MO,Kansas City,0MO4,,0MO4
0MO5,small_airport,Joe D Lewis Airport,40.13339996,-92.10019684,780,NA,US,US-MO,Edina,0MO5,,0MO5
0MO6,small_airport,Hall Airport,40.11669922,-92.26689911,850,NA,US,US-MO,Edina,0MO6,,0MO6
0MO7,heliport,St Joseph Hospital West Heliport,38.80329895,-90.77629852,531,NA,US,US-MO,Lake Saint Louis,0MO7,,0MO7
0MO8,small_airport,Sloan's Airport,39.1405983,-90.73680115,437,NA,US,US-MO,Elsberry,0MO8,,0MO8
0MO9,heliport,Emerson Heliport,38.72949982,-90.27839661,575,NA,US,US-MO,Ferguson,0MO9,,0MO9
0MS0,small_airport,Topton Air Estates Airport,32.47499847,-88.61669922,453,NA,US,US-MS,Meridian,0MS0,,0MS0
0MS1,small_airport,Franklin Field,31.42519951,-90.9029007,200,NA,US,US-MS,Meadville,0MS1,,0MS1
0MS2,small_airport,Morgan Field,31.54179955,-89.39170074,300,NA,US,US-MS,Seminary,0MS2,,0MS2
0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,430,NA,US,US-MS,Oxford,0MS3,,0MS3
0MS4,heliport,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,50,NA,US,US-MS,Gulfport,0MS4,,0MS4
0MS5,small_airport,Lewis Air Service Airport,33.39179993,-90.91680145,120,NA,US,US-MS,Leland,0MS5,,0MS5
0MS6,heliport,Levert Heliport,30.30130005,-89.23449707,25,NA,US,US-MS,Pass Christian,0MS6,,0MS6
0MS7,small_airport,Hale Field,34.34260178,-89.14309692,346,NA,US,US-MS,Pontotoc,0MS7,,0MS7
0MS8,small_airport,Catfish Point Airport,33.69929886,-91.1651001,154,NA,US,US-MS,Benoit,0MS8,,0MS8
0MS9,small_airport,Shenandoah Valley Farms Airport,33.80070114,-89.02729797,300,NA,US,US-MS,Houston,0MS9,,0MS9
0MT1,small_airport,Williams Field,47.49750137,-112.3909988,4070,NA,US,US-MT,Augusta,0MT1,,0MT1
0MT2,heliport,Big Sandy Medical Center Heliport,48.17969894,-110.1090012,2750,NA,US,US-MT,Big Sandy,0MT2,,0MT2
0MT3,heliport,Stock Farm Heliport,46.25080109,-114.0670013,3920,NA,US,US-MT,Hamilton,0MT3,,0MT3
0MT4,small_airport,Kimp Airport,46.27859879,-114.1409988,3510,NA,US,US-MT,Hamilton,0MT4,,0MT4
0MT5,small_airport,Cottonwood Airport,45.63420105,-108.848999,3350,NA,US,US-MT,Laurel,0MT5,,0MT5
0MT6,small_airport,Hanson Airport,48.04059982,-114.6790009,3900,NA,US,US-MT,Marion,0MT6,,0MT6
0MT7,small_airport,Pinehurst Ranch Airport,47.66080093,-115.4039993,2460,NA,US,US-MT,Thompson Falls,0MT7,,0MT7
0MT8,heliport,Glacier Heli Tours Heliport,48.48669815,-113.9980011,3300,NA,US,US-MT,West Glacier,0MT8,,0MT8
0MT9,small_airport,Lone Hawk Airport,48.48329926,-114.4929962,3284,NA,US,US-MT,White Fish,0MT9,,0MT9
0MU0,small_airport,Eagle Field,37.23469925,-91.09359741,784,NA,US,US-MO,Ellington,0MU0,,0MU0
0MU1,small_airport,Sunderland Airport,37.24670029,-94.17389679,1027,NA,US,US-MO,Avilla,0MU1,,0MU1
0MU2,heliport,Christian Hospital Northeast Heliport,38.7745018,-90.23899841,520,NA,US,US-MO,Florissant,0MU2,,0MU2
0MU3,heliport,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744,NA,US,US-MO,Hannibal,0MU3,,0MU3
0MU4,small_airport,Slaughter Airport,39.61610031,-92.86689758,800,NA,US,US-MO,Marceline,0MU4,,0MU4
0MU5,heliport,Holden Heliport,38.71969986,-93.99440002,865,NA,US,US-MO,Holden,0MU5,,0MU5
0MU6,heliport,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,815,NA,US,US-MO,Higginsville,0MU6,,0MU6
0MU7,small_airport,Lambs Field,38.875,-94.13970184,1070,NA,US,US-MO,Lone Jack,0MU7,,0MU7
0MU8,small_airport,Prince STOLport,37.43870163,-89.75900269,582,NA,US,US-MO,Millersville,0MU8,,0MU8
0MY0,heliport,Kenyon Heliport,44.33390045,-92.94329834,1500,NA,US,US-MN,Kenyon,0MY0,,0MY0
0MY1,heliport,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,4925,NA,US,US-MT,Bozeman,0MY1,,0MY1
0N0,small_airport,Roosterville Airport,39.29109955,-94.44219971,1004,NA,US,US-MO,Liberty,0N0,,0N0
0N4,small_airport,Chandelle Estates Airport,39.20230103,-75.48549652,22,NA,US,US-DE,Dover,0N4,,0N4
0N5,heliport,Deldot Helistop,39.14960098,-75.50489807,30,NA,US,US-DE,Dover,0N5,,0N5
0N6,small_airport,Henderson Aviation Airport,39.01259995,-75.53350067,50,NA,US,US-DE,Felton,0N6,,0N6
0NA1,small_airport,Goerger Airport,46.24549866,-97.03759766,1045,NA,US,US-ND,Barney,0NA1,,0NA1
0NA5,small_airport,Sorlie Airport,48.00109863,-99.56289673,1580,NA,US,US-ND,Maddock,0NA5,,0NA5
0NA9,small_airport,Boyd's Turf Airport,46.75,-103.8010025,2750,NA,US,US-ND,Golva,0NA9,,0NA9
0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,106,NA,US,US-NC,Goldsboro,0NC0,,0NC0
0NC1,small_airport,Bearwallow Farm Airport,35.45709991,-82.37539673,3608,NA,US,US-NC,Hendersonville,0NC1,,0NC1
0NC2,heliport,Moore Regional Hospital Heliport,35.20489883,-79.45670319,460,NA,US,US-NC,Pinehurst,0NC2,,0NC2
0NC3,heliport,Washington County Hospital Heliport,35.87519836,-76.6996994,19,NA,US,US-NC,Plymouth,0NC3,,0NC3
0NC4,heliport,Wake Medical Center Heliport,35.78680038,-78.58580017,245,NA,US,US-NC,Raleigh,0NC4,,0NC4
0NC5,heliport,Nash General Hospital Heliport,35.91889954,-77.78919983,156,NA,US,US-NC,Rocky Mount,0NC5,,0NC5
0NC6,heliport,Our Community Hospital Heliport,36.13130188,-77.41889954,113,NA,US,US-NC,Scotland Neck,0NC6,,0NC6
0NC7,small_airport,Lindsay Airport,36.35720062,-79.99749756,700,NA,US,US-NC,Madison,0NC7,,0NC7
0NC8,small_airport,Double Creek Ranch Airport,35.75569916,-80.73529816,830,NA,US,US-NC,Cleveland,0NC8,,0NC8
0NC9,heliport,Maria Parham Hospital Heliport,36.33069992,-78.4496994,465,NA,US,US-NC,Henderson,0NC9,,0NC9
0ND0,small_airport,Gilbertson Field,47.92919922,-99.40039825,1550,NA,US,US-ND,Flora,0ND0,,0ND0
0ND6,small_airport,Schumacher Strip,46.05500031,-99.917099,2020,NA,US,US-ND,Hague,0ND6,,0ND6
0ND7,small_airport,Saville Private Airport,46.46530151,-100.1050034,1961,NA,US,US-ND,Hazelton,0ND7,,0ND7
0NE0,small_airport,Merrihew Airport,41.84999847,-101.9499969,3815,NA,US,US-NE,Ashby,0NE0,,0NE0
0NE1,small_airport,Runner Landing Area Airport,42.40719986,-101.9319992,3760,NA,US,US-NE,Ashby,0NE1,,0NE1
0NE2,small_airport,Merry Airport,41.86660004,-101.9169998,3791,NA,US,US-NE,Ashby,0NE2,,0NE2
